,Unnamed: 0,Unnamed: 1,Time,0 min ,7 min 34 s,9 min 39 s,11 min 44 s,19 min 18 s,21 min 23 s,23 min 28 s,31 min 3 s,33 min 8 s,35 min 13 s,42 min 47 s,44 min 52 s,46 min 57 s,0 min .1,7 min 34 s.1,9 min 39 s.1,11 min 44 s.1,19 min 18 s.1,21 min 23 s.1,23 min 28 s.1,31 min 3 s.1,33 min 8 s.1,35 min 13 s.1,42 min 47 s.1,44 min 52 s.1,46 min 57 s.1,0 min .2,7 min 34 s.2,9 min 39 s.2,11 min 44 s.2,19 min 18 s.2,21 min 23 s.2,23 min 28 s.2,31 min 3 s.2,33 min 8 s.2,35 min 13 s.2,42 min 47 s.2,44 min 52 s.2,46 min 57 s.2,0 min .3,7 min 34 s.3,9 min 39 s.3,11 min 44 s.3,19 min 18 s.3,21 min 23 s.3,23 min 28 s.3,31 min 3 s.3,33 min 8 s.3,35 min 13 s.3,42 min 47 s.3,44 min 52 s.3,46 min 57 s.3,0 min .4,7 min 34 s.4,9 min 39 s.4,11 min 44 s.4,19 min 18 s.4,21 min 23 s.4,23 min 28 s.4,31 min 3 s.4,33 min 8 s.4,35 min 13 s.4,42 min 47 s.4,44 min 52 s.4,46 min 57 s.4,0 min .5,7 min 34 s.5,9 min 39 s.5,11 min 44 s.5,19 min 18 s.5,21 min 23 s.5,23 min 28 s.5,31 min 3 s.5,33 min 8 s.5,35 min 13 s.5,42 min 47 s.5,44 min 52 s.5,46 min 57 s.5,0 min .6,7 min 34 s.6,9 min 39 s.6,11 min 44 s.6,19 min 18 s.6,21 min 23 s.6,23 min 28 s.6,31 min 3 s.6,33 min 8 s.6,35 min 13 s.6,42 min 47 s.6,44 min 52 s.6,46 min 57 s.6,avg0,avg1,avg2,avg3,avg4,avg5,avg6,avg7,avg8,avg9,avg10,avg11,avg12,avg13,avg14,avg15,avg16,avg17,avg18,avg19,avg20,avg21,avg22,avg23,avg24,avg25,avg26,avg27,avg28
11,B,4.0,F10,138227.0,130403.0,130961.0,131191.0,127549.0,128998.0,128798.0,125242.0,126131.0,126263.0,122781.0,124117.0,124477.0,124015.0,121015.0,121477.0,121999.0,119171.0,119536.0,120578.0,117667.0,118934.0,119679.0,115085.0,114591.0,113943.0,114518.0,109692.0,109527.0,110015.0,105287.0,105040.0,106002.0,99408.0,99447.0,100112.0,93463.0,93387.0,93512.0,95476.0,89451.0,89122.0,89977.0,83071.0,83591.0,79656.0,70598.0,71384.0,71904.0,65248.0,66056.0,65951.0,66441.0,62157.0,62660.0,63036.0,58305.0,58988.0,59019.0,54782.0,55142.0,55591.0,52748.0,52147.0,52627.0,52708.0,50628.0,50504.0,51147.0,49466.0,49875.0,49895.0,49017.0,48675.0,49404.0,48386.0,48284.0,48558.0,49134.0,49065.0,48729.0,49005.0,48804.0,48639.0,49186.0,48839.0,48878.0,48949.0,48199.0,48221.0,48381.0,138227.0,131076.0,128898.0,126197.0,124297.0,121738.0,120057.0,119306.5,114267.0,109771.0,105521.0,99779.5,93449.5,89549.5,81623.5,71644.0,66003.5,62848.0,59003.5,55366.5,52387.0,50825.5,49885.0,49039.5,48421.0,48867.0,48912.5,48913.5,48301.0
12,B,5.0,F1,134660.0,121623.0,121633.0,121812.0,117222.0,118635.0,118466.0,114951.0,116120.0,116390.0,112977.0,113356.0,113111.0,113554.0,109623.0,110455.0,111413.0,108345.0,109286.0,110240.0,106331.0,107311.0,108591.0,104344.0,104379.0,104134.0,103903.0,99265.0,100017.0,99573.0,95337.0,95894.0,96594.0,89568.0,90074.0,91312.0,85075.0,84946.0,85002.0,87135.0,82012.0,81830.0,82504.0,76983.0,76975.0,73226.0,65458.0,65932.0,66674.0,60682.0,61220.0,61136.0,61737.0,56985.0,57194.0,57745.0,53843.0,54471.0,54505.0,51026.0,51231.0,51959.0,49122.0,49383.0,49110.0,49445.0,47923.0,47283.0,48179.0,46792.0,46889.0,47304.0,46139.0,46258.0,46691.0,45956.0,46064.0,46018.0,46396.0,46459.0,46422.0,46670.0,46682.0,46327.0,46643.0,46787.0,46361.0,46805.0,46351.0,46328.0,46373.0,134660.0,121722.5,118550.5,116255.0,113233.5,110934.0,109763.0,107951.0,104256.5,99795.0,96244.0,90693.0,84974.0,82167.0,75100.5,66303.0,61178.0,57469.5,54488.0,51595.0,49246.5,47731.0,47096.5,46474.5,46041.0,46546.0,46485.0,46583.0,46350.5
13,B,6.0,G6,95316.0,90231.0,89771.0,90215.0,88555.0,88472.0,89181.0,86943.0,86994.0,87803.0,85591.0,86003.0,85800.0,86323.0,84019.0,84445.0,85368.0,83661.0,83855.0,84806.0,82816.0,83284.0,84304.0,80900.0,80980.0,80933.0,81653.0,77695.0,77656.0,78760.0,75342.0,75210.0,76245.0,71546.0,71540.0,72637.0,68320.0,68246.0,68109.0,70189.0,66366.0,65953.0,66446.0,62891.0,62621.0,58363.0,53522.0,53853.0,54672.0,51388.0,50726.0,50751.0,50992.0,48448.0,48475.0,49057.0,46375.0,45750.0,47052.0,43566.0,43328.0,43887.0,41971.0,41901.0,41391.0,41597.0,39899.0,39770.0,40677.0,39289.0,39174.0,39735.0,38750.0,38616.0,38971.0,38410.0,38285.0,38565.0,38803.0,38750.0,38744.0,38752.0,38757.0,38547.0,39028.0,38465.0,38566.0,38712.0,38250.0,37927.0,37856.0,95316.0,89993.0,88826.5,87398.5,85901.5,84906.5,84330.5,83794.0,80956.5,78208.0,75727.5,72088.5,68177.5,66199.5,60492.0,54262.5,50738.5,48766.0,46401.0,43607.5,41646.0,40223.5,39454.5,38793.5,38425.0,38748.0,38787.5,38639.0,37891.5
14,B,7.0,D1,143799.0,136803.0,137255.0,137240.0,132776.0,134349.0,134663.0,130312.0,131627.0,132686.0,128770.0,129142.0,129619.0,130080.0,125332.0,126471.0,127577.0,123866.0,124255.0,125731.0,121459.0,122730.0,124262.0,118243.0,118986.0,118831.0,118559.0,112938.0,113597.0,114345.0,108692.0,108935.0,110633.0,102695.0,103266.0,104117.0,97790.0,97364.0,97595.0,99799.0,92781.0,93254.0,94751.0,86878.0,87365.0,83591.0,74874.0,75259.0,76370.0,69494.0,70006.0,69929.0,70923.0,64567.0,65036.0,65634.0,61179.0,61542.0,62483.0,57770.0,57810.0,58517.0,55217.0,55353.0,55673.0,55794.0,53366.0,53427.0,54111.0,52437.0,52374.0,53155.0,51726.0,51675.0,52029.0,51081.0,50999.0,50940.0,51812.0,51576.0,51362.0,51645.0,51089.0,50728.0,51519.0,51254.0,51187.0,51315.0,50708.0,50486.0,50618.0,143799.0,137247.5,134506.0,132156.5,129380.5,127024.0,124993.0,123496.0,118908.5,113971.0,109784.0,103691.5,97479.5,94002.5,85478.0,75814.5,69967.5,65335.0,62012.5,58163.5,55513.0,53769.0,52764.5,51852.0,50969.5,51503.5,51123.5,51251.0,50552.0
15,B,8.0,A3,158590.0,149620.0,149927.0,151095.0,147126.0,147691.0,148296.0,143964.0,145125.0,145857.0,141965.0,142974.0,142358.0,143095.0,138765.0,139016.0,140789.0,136587.0,136768.0,138139.0,133082.0,134810.0,136605.0,129244.0,130238.0,130007.0,130949.0,123570.0,124657.0,125389.0,118969.0,119378.0,121115.0,113122.0,113551.0,114769.0,107795.0,108148.0,108234.0,110073.0,104401.0,104195.0,105112.0,97359.0,98076.0,94469.0,85450.0,85565.0,87172.0,78366.0,78079.0,79271.0,80332.0,73988.0,74145.0,75076.0,70102.0,70236.0,71436.0,66042.0,66054.0,67129.0,63566.0,63076.0,63213.0,63969.0,60499.0,60429.0,61438.0,59297.0,58973.0,59542.0,57356.0,57878.0,58210.0,56926.0,56331.0,56800.0,57249.0,56222.0,56325.0,57366.0,56012.0,55694.0,56385.0,55443.0,55341.0,55809.0,54658.0,54714.0,54584.0,158590.0,150511.0,147993.5,145491.0,142666.0,139902.5,137453.5,135707.5,130122.5,125023.0,120246.5,114160.0,108191.0,104653.5,96272.5,86368.5,78675.0,74610.5,70836.0,66591.5,63144.5,60933.5,59257.5,58044.0,56565.5,56845.5,56039.5,55575.0,54649.0
16,B,9.0,G11,139262.0,131140.0,131106.0,131861.0,127539.0,128246.0,129498.0,124950.0,126019.0,127332.0,122706.0,123630.0,123461.0,123734.0,119256.0,119945.0,121725.0,118264.0,118131.0,120346.0,116109.0,116134.0,118508.0,113636.0,113622.0,113682.0,114199.0,108037.0,108456.0,109006.0,103806.0,104430.0,105805.0,98240.0,98795.0,99653.0,93297.0,93508.0,93688.0,95487.0,88768.0,89061.0,90787.0,84069.0,83511.0,79999.0,71621.0,72323.0,73325.0,65841.0,66114.0,66253.0,67170.0,61053.0,61660.0,62445.0,58125.0,58653.0,59223.0,54649.0,54647.0,55190.0,51952.0,51913.0,52001.0,52591.0,49946.0,49379.0,50566.0,48535.0,48626.0,49066.0,47757.0,47595.0,48502.0,47261.0,47109.0,47280.0,48082.0,47531.0,47562.0,47973.0,47201.0,47187.0,48247.0,47538.0,47625.0,47870.0,46834.0,46818.0,46841.0,139262.0,131483.5,128872.0,126675.5,123545.5,120835.0,119238.5,117321.0,113652.0,108731.0,105117.5,99224.0,93598.0,89924.0,81755.0,72824.0,66183.5,62052.5,58938.0,54918.5,51957.0,49972.5,48846.0,48048.5,47194.5,47767.5,47717.0,47747.5,46829.5
17,B,10.0,B10,125131.0,120467.0,120723.0,121610.0,118369.0,119131.0,119447.0,116338.0,117168.0,118634.0,115629.0,116030.0,116476.0,117652.0,113868.0,114079.0,116153.0,113720.0,113923.0,115157.0,112323.0,113572.0,114813.0,110556.0,110515.0,109949.0,110677.0,105351.0,106208.0,107088.0,102339.0,102555.0,103457.0,97267.0,97081.0,98725.0,92681.0,93427.0,92885.0,95184.0,88724.0,89044.0,90862.0,84180.0,84497.0,80900.0,72893.0,73273.0,74684.0,67316.0,67593.0,68216.0,68920.0,63087.0,63253.0,63774.0,58771.0,59331.0,60497.0,55300.0,56103.0,56679.0,52919.0,52792.0,52977.0,53815.0,50942.0,50881.0,51710.0,49628.0,49500.0,50695.0,49016.0,48991.0,49595.0,48502.0,48508.0,48599.0,49314.0,48871.0,48940.0,49647.0,48960.0,49006.0,49344.0,48843.0,48583.0,49122.0,48608.0,48116.0,48229.0,125131.0,121166.5,119289.0,117901.0,116253.0,115116.0,114540.0,114192.5,110232.0,106648.0,103006.0,97903.0,93156.0,89953.0,82698.5,73978.5,67904.5,63513.5,59914.0,56391.0,52884.5,51295.5,50097.5,49293.0,48553.5,49293.5,49175.0,48852.5,48172.5
18,C,2.0,D2,145368.0,138630.0,138239.0,139574.0,134797.0,136435.0,138211.0,133165.0,134892.0,135812.0,131393.0,132983.0,132817.0,134212.0,129397.0,129936.0,131730.0,127625.0,128067.0,130013.0,125994.0,125596.0,128185.0,122643.0,122978.0,122362.0,123173.0,116909.0,116377.0,117928.0,112395.0,112131.0,113519.0,106498.0,105988.0,106415.0,100017.0,100077.0,99666.0,101913.0,94272.0,94707.0,95805.0,88481.0,89351.0,85502.0,76949.0,77536.0,78045.0,71192.0,71600.0,71464.0,72388.0,66178.0,66397.0,66961.0,61793.0,62398.0,63318.0,57733.0,58313.0,59254.0,55491.0,55498.0,55538.0,56339.0,53096.0,52974.0,54244.0,52086.0,51842.0,53113.0,51101.0,51331.0,51892.0,50944.0,50647.0,50931.0,52478.0,50962.0,51187.0,51816.0,50739.0,50849.0,51963.0,51189.0,50654.0,51378.0,50188.0,50380.0,50340.0,145368.0,138906.5,137323.0,135352.0,132900.0,130833.0,129040.0,126890.5,122670.0,117152.5,112825.0,106201.5,99871.5,95256.0,87426.5,77790.5,71532.0,66679.0,62858.0,58783.5,55518.0,53609.0,52477.5,51611.5,50789.0,51501.5,51406.0,51016.0,50360.0
19,C,3.0,B2,145095.0,131431.0,131964.0,132480.0,128735.0,129477.0,131499.0,126445.0,128353.0,129561.0,124642.0,126993.0,126787.0,127959.0,122269.0,124483.0,126026.0,121055.0,122216.0,124712.0,119923.0,121193.0,123192.0,118603.0,118798.0,118927.0,119285.0,113599.0,114585.0,116154.0,110447.0,111006.0,112850.0,105750.0,106041.0,107480.0,101075.0,101753.0,101877.0,103849.0,97920.0,98787.0,99718.0,92747.0,93338.0,89388.0,80951.0,81833.0,83104.0,75540.0,76483.0,76498.0,77681.0,70814.0,71239.0,72243.0,67259.0,67476.0,68649.0,62900.0,62873.0,64180.0,60120.0,59764.0,59987.0,60175.0,56708.0,56732.0,58104.0,55209.0,55053.0,56384.0,53825.0,53836.0,54655.0,52800.0,52946.0,52849.0,54300.0,52152.0,52553.0,53632.0,52221.0,52154.0,53405.0,51795.0,51900.0,52362.0,51410.0,51100.0,50961.0,145095.0,132222.0,130488.0,128957.0,126890.0,125254.5,123464.0,122192.5,118862.5,115369.5,111928.0,106760.5,101815.0,99252.5,91363.0,82468.5,76490.5,71741.0,68062.5,63526.5,59875.5,57418.0,55718.5,54245.5,52897.5,53092.5,52779.5,52131.0,51030.5
20,C,4.0,C3,173070.0,164912.0,166261.0,166914.0,161578.0,162770.0,163850.0,157506.0,159801.0,161669.0,155240.0,157151.0,157035.0,157663.0,150919.0,152916.0,155531.0,149125.0,150284.0,153004.0,147828.0,147714.0,150413.0,143052.0,143618.0,143390.0,144392.0,135919.0,136733.0,138529.0,131718.0,130824.0,133569.0,122751.0,123424.0,124623.0,117317.0,116905.0,116955.0,119482.0,110093.0,111246.0,111780.0,103974.0,103967.0,100886.0,89384.0,90807.0,91993.0,82546.0,83144.0,83289.0,85086.0,76312.0,76916.0,78203.0,71772.0,71738.0,73287.0,66910.0,67155.0,67989.0,63996.0,63424.0,63953.0,64265.0,60582.0,60325.0,62224.0,59127.0,59278.0,60330.0,58124.0,58320.0,58906.0,57545.0,57647.0,57001.0,58992.0,57403.0,57428.0,58620.0,57482.0,57261.0,58557.0,56842.0,57074.0,57693.0,56874.0,56410.0,56687.0,173070.0,166587.5,163310.0,160735.0,157093.0,154223.5,151644.0,149063.5,143504.0,137631.0,132196.5,124023.5,116930.0,111513.0,102426.5,91400.0,83216.5,77559.5,72512.5,67572.0,63688.5,61274.5,59804.0,58613.0,57324.0,58024.0,57909.0,57383.5,56548.5
21,C,5.0,G12,149515.0,129096.0,129714.0,132614.0,127619.0,128673.0,128570.0,125836.0,126213.0,128097.0,122924.0,123738.0,123546.0,125108.0,120705.0,121222.0,123813.0,120223.0,120380.0,122505.0,118527.0,118595.0,121346.0,116458.0,117049.0,117578.0,117615.0,111587.0,112793.0,114230.0,108180.0,108442.0,111257.0,104866.0,104617.0,105820.0,99844.0,100177.0,100605.0,104007.0,96676.0,96916.0,97455.0,91506.0,92747.0,87539.0,80141.0,79442.0,81383.0,74214.0,75188.0,74615.0,77389.0,69028.0,69701.0,70301.0,65664.0,66182.0,66982.0,61239.0,62242.0,62820.0,58346.0,59498.0,58476.0,59539.0,56018.0,56697.0,58069.0,53725.0,53952.0,55799.0,52427.0,52299.0,53580.0,51264.0,50845.0,51342.0,53128.0,50856.0,50752.0,51439.0,49941.0,49652.0,50444.0,49147.0,49334.0,49370.0,48546.0,48485.0,48515.0,149515.0,131164.0,128621.5,127155.0,123642.0,122517.5,121442.5,119970.5,117313.5,113511.5,109849.5,105218.5,100391.0,97185.5,90143.0,80412.5,74901.5,70001.0,66582.0,62531.0,58987.0,57383.0,54875.5,52939.5,51093.5,51095.5,50048.0,49352.0,48500.0
22,C,6.0,F9,138511.0,132288.0,132318.0,133253.0,128567.0,129710.0,130707.0,126362.0,127847.0,128988.0,124318.0,125953.0,125417.0,126560.0,121874.0,123182.0,124717.0,120829.0,121403.0,123479.0,117874.0,119370.0,121707.0,115699.0,116435.0,116407.0,116273.0,110407.0,111125.0,112628.0,106130.0,107430.0,109078.0,101312.0,102157.0,103363.0,96881.0,97673.0,96819.0,99606.0,91876.0,93143.0,93775.0,86409.0,87050.0,83504.0,74314.0,75501.0,76508.0,69281.0,69762.0,69929.0,71123.0,64674.0,64951.0,66042.0,60694.0,60842.0,61894.0,56645.0,57179.0,58176.0,54492.0,53765.0,54010.0,54993.0,51599.0,51637.0,53011.0,51111.0,50707.0,51524.0,49663.0,49261.0,50545.0,48971.0,49311.0,49057.0,50250.0,49073.0,49226.0,50399.0,49271.0,49410.0,50164.0,49097.0,49212.0,49622.0,48948.0,48700.0,48823.0,138511.0,132785.5,130208.5,128417.5,125685.0,123949.5,122441.0,120538.5,116421.0,111876.5,108254.0,102760.0,97246.0,93459.0,85277.0,76004.5,69845.5,65496.5,61368.0,57677.5,53887.5,52324.0,51115.5,49903.0,49184.0,49812.5,49787.0,49417.0,48761.5
23,C,7.0,E11,188745.0,177431.0,177596.0,179048.0,174225.0,174187.0,176218.0,171413.0,172930.0,174097.0,168862.0,169460.0,168623.0,172834.0,164822.0,166387.0,168059.0,161905.0,164853.0,167105.0,159931.0,162527.0,163953.0,158163.0,157320.0,157055.0,158977.0,150072.0,153095.0,153774.0,145557.0,145839.0,147822.0,137583.0,138668.0,141444.0,131693.0,132085.0,131706.0,136853.0,126191.0,126496.0,127924.0,118062.0,119041.0,116757.0,102746.0,103730.0,106129.0,94713.0,95553.0,95746.0,96983.0,88376.0,89320.0,90392.0,82089.0,82670.0,84660.0,76494.0,77102.0,79429.0,73338.0,72874.0,73271.0,74503.0,69945.0,69811.0,73197.0,68633.0,68930.0,70510.0,67251.0,67112.0,68450.0,66188.0,65955.0,65953.0,68164.0,66252.0,66218.0,67462.0,66003.0,65472.0,66906.0,65450.0,65571.0,66138.0,64979.0,65004.0,64718.0,188745.0,178322.0,175202.5,173513.5,169041.5,167223.0,165979.0,163240.0,157187.5,153434.5,146830.5,140056.0,131895.5,127210.0,117899.0,104929.5,95649.5,89856.0,83665.0,78265.5,73072.5,71504.0,69720.0,67781.0,65954.0,66840.0,66189.0,65854.5,64861.0
24,C,8.0,B4,162611.0,153349.0,153267.0,153639.0,149480.0,150170.0,151004.0,146573.0,148045.0,149165.0,145288.0,145354.0,145533.0,146325.0,141787.0,141652.0,143256.0,139987.0,139590.0,141409.0,136662.0,137583.0,138825.0,133704.0,132886.0,132162.0,133110.0,126862.0,125963.0,127420.0,120977.0,120777.0,122713.0,113494.0,114487.0,115571.0,107330.0,108240.0,108107.0,110719.0,100659.0,101561.0,102280.0,94486.0,94685.0,91971.0,82312.0,82959.0,84161.0,75307.0,76212.0,76390.0,77529.0,70071.0,70732.0,72049.0,66693.0,67124.0,68368.0,62712.0,63202.0,64095.0,59737.0,59270.0,59523.0,60482.0,57347.0,57382.0,58786.0,56586.0,55867.0,57403.0,55407.0,55313.0,56224.0,55078.0,54971.0,54826.0,56056.0,54697.0,54926.0,55539.0,54421.0,54445.0,55526.0,54394.0,54306.0,55162.0,54090.0,54096.0,53852.0,162611.0,153453.0,150587.0,148605.0,145443.5,142454.0,140499.5,138204.0,132524.0,126691.5,121745.0,115029.0,108173.5,101920.5,93328.0,83560.0,76301.0,71390.5,67746.0,63648.5,59396.5,58084.0,56635.0,55768.5,54898.5,55232.5,54985.5,54734.0,53974.0
25,C,9.0,H3,122971.0,116167.0,116829.0,116919.0,113481.0,114335.0,115217.0,111859.0,112322.0,114371.0,109827.0,111155.0,111227.0,111988.0,108307.0,109099.0,110444.0,107106.0,108639.0,109491.0,105761.0,107604.0,108744.0,104525.0,104685.0,104854.0,104801.0,100520.0,100363.0,101805.0,95759.0,96484.0,98209.0,91965.0,92552.0,93204.0,87445.0,87641.0,88036.0,89609.0,83741.0,83615.0,84929.0,78689.0,78725.0,74928.0,67011.0,67426.0,68546.0,61252.0,61906.0,62371.0,63150.0,57193.0,57904.0,58451.0,53964.0,54229.0,54758.0,49714.0,49924.0,50960.0,47419.0,47486.0,47764.0,48310.0,45358.0,45210.0,46648.0,44309.0,44202.0,45190.0,43491.0,43710.0,44461.0,43127.0,43235.0,43306.0,44235.0,43438.0,43372.0,44229.0,43413.0,43212.0,43996.0,43483.0,43086.0,43559.0,42936.0,42892.0,42921.0,122971.0,116874.0,114776.0,113346.5,111191.0,109771.5,109065.0,108174.0,104769.5,101084.0,97346.5,92878.0,87838.5,84272.0,76826.5,67986.0,62138.5,58177.5,54493.5,50442.0,47625.0,45929.0,44696.0,44085.5,43270.5,43800.5,43604.0,43322.5,42906.5
26,C,10.0,F7,148877.0,140311.0,139088.0,141727.0,137237.0,137446.0,139155.0,135065.0,135555.0,138817.0,132675.0,133352.0,133746.0,137214.0,129702.0,130499.0,134131.0,129000.0,129525.0,131732.0,127155.0,127599.0,130151.0,124271.0,125527.0,123328.0,125458.0,117768.0,117705.0,120777.0,112359.0,113715.0,116783.0,106117.0,107183.0,109205.0,100976.0,101466.0,101251.0,104575.0,96378.0,96925.0,98108.0,91305.0,90693.0,89531.0,78364.0,78862.0,80588.0,73186.0,74240.0,73882.0,74999.0,67743.0,68306.0,69472.0,64039.0,64866.0,65791.0,60621.0,60871.0,62606.0,58348.0,58105.0,59104.0,59751.0,57218.0,56634.0,59082.0,56199.0,56149.0,57722.0,55207.0,55190.0,56199.0,53851.0,53656.0,53656.0,55049.0,53956.0,53942.0,54564.0,53847.0,53854.0,54686.0,53566.0,53711.0,54031.0,53396.0,53131.0,52890.0,148877.0,140407.5,138300.5,137186.0,133549.0,132315.0,130628.5,128875.0,124427.5,119241.0,115249.0,108194.0,101358.5,97516.5,90112.0,79725.0,74061.0,68889.0,65328.5,61738.5,58604.5,57858.0,56935.5,55694.5,53656.0,54253.0,54270.0,53871.0,53010.5
27,C,11.0,G8,82620.0,78471.0,78711.0,79032.0,77282.0,77775.0,78691.0,76692.0,76334.0,76825.0,75106.0,75713.0,75890.0,76267.0,74868.0,73983.0,75776.0,75046.0,75226.0,76425.0,74916.0,75130.0,76703.0,74294.0,73869.0,73853.0,74932.0,71462.0,71721.0,72569.0,69930.0,69307.0,70145.0,67006.0,66093.0,67452.0,64241.0,63727.0,63370.0,65247.0,61333.0,61839.0,62966.0,58693.0,59039.0,55230.0,49934.0,50444.0,51088.0,46700.0,47383.0,46884.0,48204.0,44433.0,44262.0,45417.0,41454.0,41765.0,41991.0,38730.0,38577.0,39446.0,36920.0,37299.0,37021.0,37563.0,35395.0,35517.0,36134.0,34609.0,34865.0,35366.0,33938.0,34101.0,34628.0,34077.0,33700.0,34031.0,34598.0,34412.0,34374.0,35190.0,34625.0,34355.0,35119.0,34379.0,34639.0,34877.0,34277.0,34161.0,34098.0,82620.0,78871.5,78233.0,76579.5,75801.5,74879.5,75825.5,75916.5,73861.0,72145.0,69726.0,66772.5,63548.5,62402.5,57134.5,50766.0,47133.5,44839.5,41878.0,39011.5,37160.0,35825.5,35115.5,34364.5,33865.5,34782.0,34737.0,34758.0,34129.5
28,D,2.0,H1,136264.0,117768.0,119796.0,123068.0,122241.0,121448.0,124279.0,117325.0,118607.0,124550.0,116585.0,119526.0,116998.0,119888.0,115071.0,113086.0,117683.0,111786.0,114408.0,118326.0,112521.0,111136.0,114253.0,109600.0,109778.0,108254.0,108837.0,104822.0,101786.0,109217.0,101908.0,102380.0,106294.0,93492.0,97887.0,98408.0,89072.0,89366.0,89373.0,94387.0,85476.0,87617.0,91025.0,85488.0,83119.0,81242.0,73763.0,73519.0,77478.0,68438.0,67553.0,67196.0,71176.0,61821.0,63330.0,68570.0,59477.0,60736.0,60559.0,56004.0,56457.0,57664.0,53355.0,57633.0,53056.0,55773.0,51005.0,52205.0,56944.0,49452.0,52835.0,53459.0,49107.0,50081.0,50349.0,48124.0,48458.0,49616.0,50903.0,47795.0,47982.0,48578.0,48987.0,48832.0,49807.0,48324.0,47854.0,48240.0,46003.0,46011.0,46016.0,136264.0,121432.0,122863.5,121578.5,118262.0,115384.5,116367.0,112694.5,109016.0,105501.5,104337.0,98147.5,89369.5,89321.0,82180.5,75498.5,67374.5,65950.0,60647.5,57060.5,55344.5,54574.5,53147.0,50215.0,49037.0,48280.0,49319.5,48047.0,46013.5
29,D,3.0,F6,190513.0,181659.0,182538.0,183949.0,177079.0,178630.0,180363.0,173009.0,175821.0,177354.0,170894.0,173078.0,173385.0,173650.0,166984.0,169102.0,170777.0,164382.0,165746.0,168774.0,162371.0,163289.0,165288.0,158125.0,158321.0,157779.0,158734.0,150603.0,150829.0,152572.0,144725.0,144504.0,146397.0,136069.0,136738.0,138030.0,127521.0,128725.0,128948.0,131099.0,120494.0,121152.0,122357.0,112404.0,112471.0,109621.0,97267.0,98236.0,100030.0,88915.0,89255.0,90094.0,90862.0,82037.0,82810.0,84177.0,77113.0,77697.0,79081.0,72478.0,72291.0,73598.0,68952.0,68560.0,69214.0,70130.0,65976.0,65664.0,67564.0,64700.0,64329.0,66055.0,63370.0,63158.0,64286.0,62289.0,62261.0,62491.0,64276.0,62516.0,62216.0,63479.0,62851.0,62456.0,63413.0,62287.0,62506.0,63003.0,61943.0,61747.0,61759.0,190513.0,183243.5,179496.5,176587.5,173231.5,169939.5,167260.0,164288.5,158050.0,151700.5,145450.5,137384.0,128836.5,121754.5,111046.0,99133.0,89674.5,83493.5,78389.0,72944.5,68887.0,66614.0,65192.0,63722.0,62376.0,62847.5,62934.5,62754.5,61753.0
30,D,4.0,A1,173521.0,163999.0,164950.0,165711.0,159905.0,161752.0,163231.0,156304.0,159321.0,160839.0,153533.0,155850.0,156210.0,156653.0,148532.0,151040.0,153251.0,146550.0,147866.0,150410.0,142242.0,144340.0,146645.0,137845.0,139018.0,139042.0,139925.0,129527.0,131550.0,132567.0,124328.0,125441.0,126361.0,116089.0,118300.0,118619.0,109274.0,110052.0,109809.0,112509.0,103938.0,104208.0,106306.0,96569.0,97276.0,94673.0,83160.0,84347.0,85586.0,77082.0,77560.0,77826.0,78626.0,71971.0,72143.0,73808.0,68522.0,68359.0,69876.0,64259.0,64650.0,65660.0,62349.0,61651.0,62303.0,63002.0,60160.0,59826.0,61256.0,58996.0,58691.0,60069.0,58069.0,58413.0,58911.0,57961.0,57470.0,58066.0,59816.0,58427.0,58034.0,59157.0,58219.0,58235.0,59490.0,58531.0,58307.0,58948.0,58199.0,57977.0,57441.0,173521.0,165330.5,162491.5,160080.0,156030.0,152145.5,149138.0,145492.5,139030.0,132058.5,125901.0,118459.5,109930.5,105257.0,95974.5,84966.5,77693.0,72975.5,69117.5,65155.0,61977.0,60541.0,59380.0,58662.0,57768.0,58595.5,58862.5,58627.5,57709.0
31,D,5.0,E2,152094.0,136800.0,137373.0,137600.0,131883.0,134109.0,136158.0,130025.0,131959.0,133265.0,127417.0,129575.0,130066.0,130811.0,124815.0,126750.0,129367.0,123279.0,126062.0,127906.0,122556.0,125044.0,126831.0,119420.0,120913.0,121638.0,121886.0,115480.0,116665.0,118261.0,112033.0,113064.0,114886.0,107410.0,108886.0,109738.0,103326.0,103928.0,103885.0,106459.0,99345.0,100753.0,102154.0,93829.0,95223.0,91871.0,82927.0,83818.0,85164.0,77194.0,77899.0,77901.0,79429.0,72241.0,73093.0,73949.0,68054.0,68481.0,69696.0,63905.0,64358.0,65045.0,61015.0,61043.0,61538.0,62281.0,58700.0,57959.0,60094.0,56885.0,56493.0,57587.0,55000.0,55197.0,56197.0,54477.0,54203.0,54010.0,55647.0,54200.0,53712.0,55086.0,53416.0,53180.0,54416.0,53133.0,52768.0,53552.0,52509.0,52214.0,52173.0,152094.0,137486.5,135133.5,132612.0,129820.5,128058.5,126984.0,125937.5,121275.5,117463.0,113975.0,109312.0,103906.5,101453.5,93547.0,84491.0,77900.0,73521.0,69088.5,64701.5,61290.5,59026.5,57040.0,55697.0,54106.5,54399.0,53798.0,53160.0,52193.5
